Billy_Graham -0.0425348,-0.102083,-0.102083,0.119097,-0.0737269,-0.06522,-0.0765626,0.11059,0.0425348,-0.00283565,-0.0793982,0.0425348,-0.0822339,0.056713,-0.0283565,-0.0793982,-0.0396991,0.0822339,0.0396991,-0.0907408,-0.102083,-0.102083,-0.0482061,0.0170139,-0.00850695,-0.102083,-0.102083,0.0737269,0.0822339,-0.102083,-0.0935765,0.0283565,-0.0765626,0.158796,-0.0198496,0.0141783,-0.102083,0.0141783,-0.102083,-0.0737269,0.138947,0.207002,-0.0198496,0.0113426,0.0538774,-0.102083,0.0141783,0.19566,0.124769,0.0396991,0.0708913,0.0482061,0.0311922,-0.0396991,0.0255209,0.056713,0.0255209,-0.0141783,0.0226852,0.0765626,-0.0311922,0.104919,-0.0765626,0.181482,0.113426,0.147454,0.0141783,0.104919,0.107755,-0.102083,-0.102083,-0.102083,0.0226852,-0.0453704,0.0737269,-0.0340278,-0.102083,0.00850695,-0.0538774,-0.102083,0.0311922,-0.0113426,-0.0680556,-0.102083,-0.102083,-0.102083,-0.0510417,0.221181,0.0198496,0.221181,0.0283565,0.136111,-0.0255209,0.0708913,0.0482061,0.0368635,-0.0198496,-0.102083,0.0708913,0.334607,-0.0368635,0.056713,-0.0737269,-0.00283565,0.153125,-0.0056713,0.0822339,0.0340278,-0.102083,-0.102083,0.0453704,0.119097,-0.102083,-0.00850695,-0.056713,-0.0056713,0.0482061,0.0,0.0822339,0.00283565,-0.102083,-0.0708913,-0.0680556,-0.00283565,0.0992478,-0.0396991,0.0255209,-0.0510417
Billy_Graham -0.0731395,-0.0643627,-0.0321814,0.0468092,0.0321814,-0.105321,-0.105321,0.0585116,0.0321814,0.00877673,-0.105321,0.020479,-0.0819162,-0.0585116,0.102395,-0.0936185,-0.105321,0.0234046,0.055586,-0.105321,-0.0994696,-0.0877673,-0.00585116,0.146279,-0.00877673,-0.105321,-0.105321,0.272079,0.076065,-0.0702139,-0.102395,-0.0526604,-0.0702139,0.20479,-0.0292558,-0.0146279,-0.105321,-0.105321,-0.105321,-0.0234046,0.0380325,0.0438837,-0.0526604,-0.0175535,0.0292558,-0.0380325,0.00585116,0.0585116,0.0497348,-0.0380325,-0.076065,0.0351069,0.0497348,0.0497348,-0.0292558,-0.00292558,0.0819162,-0.0321814,-0.0380325,0.0672883,-0.0234046,-0.0321814,-0.0263302,0.0848418,0.0321814,0.119949,0.0731395,-0.0351069,0.0409581,-0.105321,-0.102395,-0.105321,0.1258,-0.0175535,-0.0497348,0.0146279,-0.0146279,0.0906929,0.0848418,-0.0643627,0.0672883,0.0497348,0.020479,-0.105321,-0.105321,-0.105321,-0.0468092,0.166758,0.0321814,0.286707,0.114098,0.0819162,-0.105321,0.0438837,0.128725,-0.0731395,-0.105321,-0.0585116,0.0351069,0.2516,-0.0234046,-0.0117023,-0.00877673,0.137502,0.201865,0.0409581,0.0,0.0526604,-0.105321,-0.105321,0.0497348,-0.0380325,-0.105321,0.0819162,0.0819162,-0.0468092,0.105321,-0.0585116,0.163832,0.0585116,-0.105321,-0.0351069,-0.105321,-0.020479,0.117023,-0.0146279,0.117023,-0.055586
Bruna_Colosio 0.132193,0.0933125,-0.0233281,-0.0933125,-0.0933125,-0.0933125,0.119233,0.0285121,0.0440642,-0.0933125,0.103681,-0.0259201,-0.0285121,0.163297,0.160705,0.145153,-0.0699844,0.0336962,0.0233281,-0.0933125,-0.0933125,-0.00259201,0.0388802,0.0414722,0.0259201,-0.00518403,-0.0881284,0.0492483,-0.0466562,0.101089,0.0414722,-0.0336962,0.147745,0.142561,-0.0466562,0.0311042,-0.0285121,0.0596163,-0.0829444,-0.00518403,-0.0933125,-0.00518403,-0.0103681,-0.0933125,-0.0207361,-0.0336962,-0.0933125,0.0285121,0.0181441,0.0362882,0.137377,-0.0259201,-0.0933125,0.0233281,0.0181441,0.181441,-0.0699844,0.0725764,-0.0855364,0.0207361,0.0129601,0.220321,0.0881284,0.233281,0.152929,-0.0518403,-0.0933125,-0.0622083,0.0103681,0.147745,0.222913,0.0388802,0.235873,-0.0933125,-0.0259201,-0.0933125,-0.0933125,-0.0933125,-0.0311042,-0.0855364,0.0285121,0.158113,-0.0311042,0.0,-0.0518403,-0.0933125,-0.0362882,-0.0466562,0.132193,-0.0855364,0.0285121,-0.0129601,0.0699844,0.0544323,0.0233281,0.0829444,-0.0362882,0.152929,-0.0622083,0.0285121,0.0829444,-0.0414722,0.0570243,0.0933125,0.108865,-0.00518403,-0.0466562,-0.0103681,-0.0336962,-0.0336962,-0.0181441,-0.0181441,-0.0596163,0.106273,0.0751684,-0.0829444,0.199585,-0.0103681,-0.0103681,-0.00259201,0.0362882,0.158113,0.114049,-0.0622083,-0.0933125,0.0829444,-0.0933125,-0.0933125
Brian_Jordan -0.0296754,-0.0801236,-0.0356105,-0.0267079,-0.0830912,-0.0178053,-0.106832,0.100896,-0.0148377,-0.0860587,-0.0801236,-0.103864,-0.0890263,0.0623184,0.0296754,-0.0356105,-0.0237403,0.0445131,-0.00593508,0.0504482,-0.0593508,0.0267079,-0.0652859,0.0296754,-0.0771561,-0.106832,0.00890263,-0.0741886,0.00890263,0.222566,0.14541,0.0771561,-0.0178053,0.127604,-0.106832,0.0949613,0.189923,-0.0919938,0.038578,0.0445131,0.0682535,0.127604,0.0741886,-0.00296754,0.136507,0.0593508,0.166182,-0.0623184,-0.0563833,0.0919938,-0.0415456,0.038578,-0.00890263,0.0771561,-0.0801236,-0.106832,-0.0207728,-0.0563833,0.136507,-0.00593508,0.124637,-0.0207728,0.100896,0.0593508,0.0118702,0.0563833,0.0445131,0.0445131,-0.106832,-0.106832,-0.0919938,-0.106832,0.0207728,-0.106832,0.115734,0.127604,-0.106832,0.00296754,-0.0563833,-0.0296754,-0.0623184,0.112767,-0.0178053,0.237403,-0.0682535,0.071221,-0.106832,0.20476,-0.106832,0.0148377,0.0415456,0.0504482,-0.0741886,-0.00296754,-0.0296754,0.0682535,-0.0919938,-0.106832,0.0741886,0.121669,-0.0563833,0.00296754,-0.0623184,-0.106832,-0.0682535,-0.0682535,-0.106832,0.32643,-0.0356105,-0.032643,0.00890263,-0.106832,0.0237403,-0.032643,-0.00296754,-0.0178053,-0.0623184,-0.106832,-0.106832,-0.0178053,-0.0474807,-0.106832,-0.071221,-0.106832,-0.0148377,-0.106832,-0.0296754,-0.106832
Bela_Karolyi -0.0881056,0.0080096,-0.0160192,0.101455,-0.0320384,-0.0266987,-0.061407,0.152182,0.0080096,-0.0961152,0.0080096,0.0080096,0.0694166,-0.0133493,0.0881056,0.0160192,-0.040048,0.0560672,0.0774262,0.133493,0.0827659,0.0881056,0.0240288,-0.0827659,-0.0961152,-0.00266987,-0.0774262,0.120144,-0.0320384,-0.040048,-0.0533974,0.0827659,-0.061407,0.0907755,-0.0640768,-0.0240288,-0.0961152,-0.0961152,-0.0961152,-0.0961152,-0.00266987,0.0133493,-0.0480576,-0.0961152,0.0080096,0.0373782,0.0373782,-0.0961152,0.0507275,0.176211,-0.0293685,0.0213589,0.114804,-0.00266987,0.0347083,-0.0961152,0.0266987,-0.00533974,-0.0961152,-0.0961152,-0.0961152,0.165532,0.040048,0.106795,0.0186891,-0.0961152,0.19757,-0.0961152,-0.0373782,0.0480576,0.141503,-0.0961152,0.0934454,-0.00533974,-0.0961152,0.0186891,-0.0961152,-0.00266987,0.0747563,-0.0240288,0.144173,-0.0747563,0.0347083,-0.0961152,0.141503,0.0240288,-0.0961152,0.266987,0.0427179,-0.00266987,0.181551,0.138833,-0.0961152,0.120144,0.040048,0.0320384,-0.0106795,0.125484,-0.0080096,-0.0320384,0.0987851,-0.0133493,0.0453878,-0.0640768,0.0854358,0.0347083,0.186891,0.0934454,-0.0453878,0.0213589,-0.0961152,0.144173,-0.0560672,0.0480576,0.0373782,-0.0961152,0.061407,-0.0961152,0.152182,-0.0934454,-0.0507275,-0.0347083,0.00533974,0.0240288,0.272327,-0.0961152,0.0347083,0.149513
Arianna_Huffington -0.0311188,0.0367768,0.0198029,-0.0565796,-0.0254608,-0.0424347,-0.101843,0.0735535,0.00282898,0.0311188,0.0141449,-0.00848695,-0.101843,0.141449,-0.0876984,-0.0424347,0.294214,0.0141449,0.0537507,-0.0876984,-0.101843,-0.101843,-0.101843,0.118817,0.0226319,0.0820405,0.0735535,0.104672,0.0509217,0.0961854,0.0763825,0.132962,0.130133,-0.101843,-0.0565796,-0.0113159,-0.0254608,0.115988,-0.101843,0.132962,-0.0537507,-0.101843,0.0169739,0.113159,0.0339478,-0.101843,-0.0594086,0.118817,0.0367768,-0.101843,0.291385,-0.0763825,0.11033,0.0226319,0.0311188,0.0678956,0.0961854,-0.101843,-0.0509217,0.22349,-0.0537507,0.155594,-0.0141449,0.113159,0.0961854,-0.0848695,-0.0339478,0.0424347,0.115988,0.113159,-0.0169739,0.0169739,0.0198029,0.0933564,0.113159,0.0311188,0.135791,-0.101843,0.0735535,-0.0820405,0.0113159,0.0990144,-0.0424347,-0.101843,-0.00848695,0.13862,-0.0480927,-0.101843,0.0424347,0.0565796,-0.0707246,0.0735535,0.0254608,-0.0565796,0.0792115,0.0,0.101843,0.11033,-0.0735535,0.00282898,0.0933564,0.0537507,0.0622376,-0.0961854,-0.0113159,-0.101843,-0.101843,-0.00848695,0.0961854,-0.0961854,-0.101843,0.0339478,-0.101843,-0.0339478,-0.101843,-0.101843,0.0820405,0.0707246,0.0141449,0.0254608,0.0537507,-0.0169739,0.0282898,-0.0735535,0.0763825,0.124475,0.0480927,0.0254608
Arianna_Huffington 0.124092,0.063489,0.063489,-0.0606031,-0.0404021,-0.0663748,-0.103891,0.0577172,0.0432879,-0.00288586,-0.0865759,-0.0808041,-0.0779183,0.253956,-0.0981193,-0.0692607,0.173152,-0.0461738,0.144293,-0.0375162,-0.103891,-0.103891,-0.103891,0.178923,0.0548314,0.0432879,0.112549,0.0750324,-0.0317445,0.170266,0.0490597,0.0894617,0.109663,-0.0548314,-0.103891,-0.00288586,0.112549,0.0923476,-0.0779183,0.207782,0.0548314,-0.103891,0.0432879,0.0317445,-0.0375162,-0.0288586,-0.0577172,0.0721465,0.0,-0.0317445,0.147179,-0.0519455,0.103891,-0.0548314,-0.0144293,0.0259728,0.158722,-0.103891,0.0548314,0.178923,0.0173152,0.190467,0.0259728,0.173152,-0.0577172,-0.0808041,-0.0490597,0.0115434,0.0865759,0.0865759,0.0346303,-0.063489,0.103891,0.0490597,0.0894617,0.08369,0.124092,-0.0606031,0.0692607,-0.103891,0.0288586,0.0317445,0.0346303,-0.0981193,0.135636,0.121206,-0.00577172,0.00577172,0.0490597,0.0490597,-0.0663748,0.0577172,0.0779183,-0.0346303,0.0721465,0.0115434,0.0519455,0.0404021,-0.103891,-0.0115434,0.0692607,0.176038,0.109663,-0.103891,-0.0577172,-0.103891,-0.103891,0.103891,-0.0144293,-0.103891,-0.103891,-0.00288586,-0.103891,-0.0115434,-0.103891,-0.0721465,0.0490597,0.0404021,-0.00865759,0.0548314,0.063489,-0.020201,-0.0115434,-0.103891,0.112549,0.0,0.0808041,0.0317445
Arianna_Huffington 0.0745175,0.10891,0.106044,-0.103178,-0.0114642,-0.0171964,-0.103178,0.0315267,0.0,0.0200624,0.0601872,-0.103178,-0.103178,0.237883,-0.0917139,-0.0687854,0.212088,-0.00859818,0.0315267,-0.0859818,-0.0401248,-0.103178,-0.103178,0.00859818,-0.097446,0.0802497,0.0630533,-0.00859818,-0.0229285,0.194892,0.103178,0.160499,0.0429909,-0.103178,0.00286606,-0.0200624,-0.0200624,-0.0458569,-0.0257945,0.169097,-0.0343927,-0.103178,0.0716515,0.0257945,0.106044,-0.103178,0.00286606,0.0859818,-0.0573212,-0.103178,0.100312,-0.103178,0.0171964,0.0716515,-0.103178,-0.0372588,0.217821,-0.103178,-0.0515891,0.0888478,-0.048723,0.140437,0.100312,0.197758,-0.0171964,-0.097446,0.0286606,-0.0687854,0.114642,0.106044,0.00573212,-0.0229285,0.10891,0.0917139,0.0716515,0.00286606,0.217821,-0.103178,0.0802497,-0.103178,0.0343927,0.00859818,-0.0315267,-0.103178,0.0573212,0.0515891,-0.0716515,-0.103178,0.111776,0.0601872,-0.103178,0.0716515,0.0171964,-0.0888478,0.0802497,0.0601872,0.0687854,0.10891,-0.103178,-0.0687854,0.00859818,0.0573212,0.114642,-0.0716515,0.100312,-0.0286606,-0.0945799,0.097446,0.0659194,-0.048723,-0.103178,0.0,-0.103178,0.0401248,-0.103178,-0.0945799,0.103178,0.0573212,-0.0315267,-0.0229285,-0.048723,0.0773836,0.0429909,-0.0687854,0.0630533,0.0659194,-0.0429909,-0.0171964
Arianna_Huffington 0.0280295,0.0476501,0.0868913,-0.0112118,-0.100906,-0.100906,-0.100906,0.120527,0.0224236,-0.0588619,-0.050453,-0.100906,-0.0476501,0.173783,-0.100906,-0.100906,0.196206,-0.0924972,-0.00560589,-0.050453,-0.0784825,-0.100906,-0.0784825,0.184994,0.0700737,0.103709,0.145753,0.100906,0.0616648,0.0756796,-0.0560589,0.193403,0.0728766,-0.0868913,-0.0756796,-0.100906,0.0224236,0.0672707,-0.0476501,0.184994,-0.0364383,-0.100906,0.0364383,0.0140147,-0.0252265,0.0168177,-0.0280295,0.0728766,0.0112118,-0.0924972,0.224236,-0.00840884,0.0981031,-0.0616648,0.0252265,-0.00560589,0.165374,-0.100906,-0.0784825,0.145753,-0.0364383,0.0812855,0.00280295,0.151359,-0.100906,-0.100906,-0.0756796,-0.0336354,0.131738,-0.0420442,-0.00560589,-0.0896943,0.0756796,0.0280295,0.0784825,0.050453,0.131738,-0.00840884,0.0924972,-0.100906,0.0868913,0.053256,-0.00840884,-0.100906,0.0728766,0.162571,-0.00840884,-0.100906,-0.053256,-0.00280295,-0.0224236,0.0756796,0.0392413,-0.0140147,0.134541,0.0840884,0.0700737,0.0896943,-0.100906,-0.100906,0.0560589,0.114921,0.17098,-0.0953002,-0.0953002,-0.100906,-0.100906,0.00560589,-0.0476501,-0.0756796,-0.100906,-0.0644678,-0.100906,-0.0420442,-0.100906,-0.0560589,0.0364383,0.00840884,-0.0308324,0.050453,-0.0168177,-0.0168177,-0.0364383,-0.100906,0.0112118,0.140147,0.0336354,0.0672707
Benazir_Bhutto -0.0868621,0.0984437,0.10713,-0.0694897,-0.0115816,0.028954,0.0405356,0.0405356,0.10713,0.057908,0.0897575,0.0839667,0.0984437,0.014477,-0.104234,0.00868621,-0.104234,0.028954,-0.0608035,0.0115816,-0.0202678,-0.0810713,-0.104234,0.193992,-0.104234,-0.104234,-0.00868621,-0.0376402,0.014477,0.188201,-0.0260586,-0.0694897,0.121607,-0.104234,-0.104234,-0.104234,-0.104234,0.0984437,-0.0115816,0.0057908,0.124502,-0.104234,0.00868621,0.127398,-0.104234,-0.0463264,0.0202678,-0.0752805,0.0202678,-0.104234,0.0781759,0.0057908,0.0897575,-0.104234,0.0173724,0.101339,-0.0376402,-0.0463264,0.0665943,0.0608035,-0.104234,0.208469,-0.104234,0.162143,0.165038,0.0231632,-0.0694897,0.130293,0.150561,-0.0115816,-0.101339,0.043431,0.0550126,0.057908,-0.0463264,0.118711,-0.104234,-0.0405356,-0.0781759,-0.104234,0.0839667,-0.104234,-0.0463264,-0.0463264,0.124502,-0.00868621,-0.043431,0.156352,-0.104234,0.0028954,0.141875,0.0608035,0.101339,0.0202678,0.014477,0.0173724,0.0723851,-0.028954,0.0202678,-0.104234,-0.104234,0.0463264,0.0694897,-0.0405356,-0.104234,-0.0984437,0.0868621,-0.0665943,-0.0521172,-0.014477,0.133189,0.0492218,-0.104234,0.0781759,-0.104234,0.115816,0.173724,0.0694897,-0.0405356,0.205574,-0.0492218,0.0839667,0.0521172,-0.104234,-0.0897575,-0.057908,-0.0463264,0.014477
